Medicare Advantage Monthly Capitation Rates for 2026 for All Plans except PACE Plans,,,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.
2. All rates include MIPPA IME deduction.",,,,,,
Code,State,County Name,Parts A&B 5% Bonus 2026 Rate,Parts A&B 3.5% Bonus 2026 Rate,Parts A&B 0% Bonus 2026 Rate,Parts A&B ESRD 2026 Rate
06430,COLORADO,MORGAN,"1,274.79","1,256.58","1,214.09","8,873.23"
06440,COLORADO,OTERO,"1,231.61","1,231.61","1,227.69","8,873.23"
06450,COLORADO,OURAY,"1,197.17","1,180.07","1,140.16","8,873.23"
06460,COLORADO,PARK,"1,284.68","1,249.64","1,167.89","8,873.23"
06470,COLORADO,PHILLIPS,"1,966.10","1,936.61","1,867.80","8,873.23"
06480,COLORADO,PITKIN,"1,895.43","1,867.00","1,800.66","8,873.23"
06490,COLORADO,PROWERS,"1,300.59","1,282.01","1,238.66","8,873.23"
06500,COLORADO,PUEBLO,"1,234.44","1,234.44","1,203.79","8,873.23"
06510,COLORADO,RIO BLANCO,"2,021.15","1,990.83","1,920.09","8,873.23"
06520,COLORADO,RIO GRANDE,"1,218.99","1,218.99","1,205.18","8,873.23"
06530,COLORADO,ROUTT,"1,284.92","1,265.65","1,220.67","8,873.23"
06540,COLORADO,SAGUACHE,"1,248.05","1,232.45","1,196.05","8,873.23"
06550,COLORADO,SAN JUAN,"1,254.83","1,236.91","1,195.08","8,873.23"
06560,COLORADO,SAN MIGUEL,"1,339.02","1,320.55","1,277.45","8,873.23"
06570,COLORADO,SEDGWICK,"1,441.53","1,419.91","1,369.45","8,873.23"
06580,COLORADO,SUMMIT,"1,289.87","1,270.52","1,225.38","8,873.23"
06590,COLORADO,TELLER,"1,284.69","1,268.11","1,229.43","8,873.23"
06600,COLORADO,WASHINGTON,"1,249.27","1,230.53","1,186.81","8,873.23"
06610,COLORADO,WELD,"1,222.55","1,205.08","1,164.33","8,873.23"
06620,COLORADO,YUMA,"1,537.04","1,513.98","1,460.19","8,873.23"
06630,COLORADO,BROOMFIELD,"1,287.06","1,251.95","1,170.05","8,873.23"
07000,CONNECTICUT,FAIRFIELD,"1,308.38","1,288.75","1,242.96","10,628.57"
07010,CONNECTICUT,HARTFORD,"1,260.51","1,242.51","1,200.49","10,628.57"
07020,CONNECTICUT,LITCHFIELD,"1,340.75","1,321.59","1,276.90","10,628.57"
07030,CONNECTICUT,MIDDLESEX,"1,309.98","1,291.27","1,247.60","10,628.57"
07040,CONNECTICUT,NEW HAVEN,"1,339.14","1,320.01","1,275.37","10,628.57"
07050,CONNECTICUT,NEW LONDON,"1,303.95","1,285.33","1,241.86","10,628.57"
07060,CONNECTICUT,TOLLAND,"1,320.85","1,301.98","1,257.95","10,628.57"
07070,CONNECTICUT,WINDHAM,"1,317.15","1,298.34","1,254.43","10,628.57"
08000,DELAWARE,KENT,"1,279.99","1,275.61","1,232.47","9,474.31"
08010,DELAWARE,NEW CASTLE,"1,296.18","1,277.67","1,234.46","9,474.31"
08020,DELAWARE,SUSSEX,"1,298.90","1,280.35","1,237.05","9,474.31"
09000,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,"1,321.56","1,303.94","1,262.82","10,185.33"
10000,FLORIDA,ALACHUA,"1,250.54","1,250.54","1,250.54","10,153.75"
10010,FLORIDA,BAKER,"1,355.86","1,335.52","1,288.07","10,153.75"
10020,FLORIDA,BAY,"1,325.84","1,306.44","1,261.16","10,153.75"
10030,FLORIDA,BRADFORD,"1,291.25","1,291.25","1,291.25","10,153.75"
10040,FLORIDA,BREVARD,"1,375.73","1,339.44","1,254.78","10,153.75"
10050,FLORIDA,BROWARD,"1,315.99","1,296.25","1,250.19","10,153.75"
10060,FLORIDA,CALHOUN,"1,266.19","1,266.19","1,266.19","10,153.75"
10070,FLORIDA,CHARLOTTE,"1,319.63","1,303.65","1,261.10","10,153.75"
10080,FLORIDA,CITRUS,"1,130.23","1,130.23","1,130.23","10,153.75"
10090,FLORIDA,CLAY,"1,323.90","1,304.99","1,260.86","10,153.75"
10100,FLORIDA,COLLIER,"1,318.87","1,300.03","1,256.07","10,153.75"
10110,FLORIDA,COLUMBIA,"1,312.19","1,293.44","1,249.70","10,153.75"
10120,FLORIDA,MIAMI-DADE,"1,359.62","1,339.23","1,291.64","10,153.75"
10130,FLORIDA,DESOTO,"1,378.13","1,357.46","1,309.22","10,153.75"
10140,FLORIDA,DIXIE,"1,337.73","1,318.15","1,272.47","10,153.75"
10150,FLORIDA,DUVAL,"1,344.28","1,325.08","1,280.27","10,153.75"
10160,FLORIDA,ESCAMBIA,"1,375.72","1,356.74","1,312.47","10,153.75"
10170,FLORIDA,FLAGLER,"1,323.85","1,304.94","1,260.81","10,153.75"
10180,FLORIDA,FRANKLIN,"1,349.52","1,330.91","1,287.48","10,153.75"
10190,FLORIDA,GADSDEN,"1,348.95","1,315.58","1,237.70","10,153.75"
10200,FLORIDA,GILCHRIST,"1,292.11","1,292.11","1,292.11","10,153.75"
10210,FLORIDA,GLADES,"1,300.69","1,292.58","1,250.40","10,153.75"
10220,FLORIDA,GULF,"1,381.99","1,361.26","1,312.89","10,153.75"
10230,FLORIDA,HAMILTON,"1,300.30","1,300.30","1,300.30","10,153.75"
10240,FLORIDA,HARDEE,"1,365.47","1,365.47","1,325.28","10,153.75"
10250,FLORIDA,HENDRY,"1,321.05","1,302.17","1,258.14","10,153.75"
10260,FLORIDA,HERNANDO,"1,298.87","1,280.32","1,237.02","10,153.75"
10270,FLORIDA,HIGHLANDS,"1,313.34","1,313.34","1,270.49","10,153.75"
10280,FLORIDA,HILLSBOROUGH,"1,304.08","1,295.48","1,251.67","10,153.75"
10290,FLORIDA,HOLMES,"1,256.83","1,256.83","1,255.48","10,153.75"
10300,FLORIDA,INDIAN RIVER,"1,350.54","1,331.25","1,286.23","10,153.75"
10310,FLORIDA,JACKSON,"1,253.79","1,253.79","1,253.79","10,153.75"
10320,FLORIDA,JEFFERSON,"1,305.43","1,271.00","1,190.67","10,153.75"
10330,FLORIDA,LAFAYETTE,"1,335.11","1,315.08","1,268.35","10,153.75"
10340,FLORIDA,LAKE,"1,351.83","1,333.81","1,291.75","10,153.75"
10350,FLORIDA,LEE,"1,297.20","1,278.67","1,235.43","10,153.75"
10360,FLORIDA,LEON,"1,355.08","1,322.55","1,246.67","10,153.75"
10370,FLORIDA,LEVY,"1,271.31","1,271.31","1,258.53","10,153.75"
10380,FLORIDA,LIBERTY,"1,231.02","1,231.02","1,211.06","10,153.75"
10390,FLORIDA,MADISON,"1,302.81","1,302.81","1,261.76","10,153.75"
10400,FLORIDA,MANATEE,"1,366.30","1,346.78","1,301.24","10,153.75"
10410,FLORIDA,MARION,"1,315.77","1,297.62","1,255.27","10,153.75"
10420,FLORIDA,MARTIN,"1,310.79","1,291.13","1,245.25","10,153.75"
10430,FLORIDA,MONROE,"1,327.35","1,307.44","1,260.98","10,153.75"
10440,FLORIDA,NASSAU,"1,270.61","1,252.45","1,210.10","10,153.75"
10450,FLORIDA,OKALOOSA,"1,252.82","1,252.82","1,252.82","10,153.75"
10460,FLORIDA,OKEECHOBEE,"1,229.63","1,212.07","1,171.08","10,153.75"
10470,FLORIDA,ORANGE,"1,363.30","1,343.82","1,298.38","10,153.75"
10480,FLORIDA,OSCEOLA,"1,347.78","1,328.53","1,283.60","10,153.75"
10490,FLORIDA,PALM BEACH,"1,330.27","1,310.32","1,263.76","10,153.75"
10500,FLORIDA,PASCO,"1,297.93","1,279.38","1,236.12","10,153.75"
10510,FLORIDA,PINELLAS,"1,310.10","1,290.45","1,244.60","10,153.75"
10520,FLORIDA,POLK,"1,364.81","1,328.81","1,244.82","10,153.75"
10530,FLORIDA,PUTNAM,"1,306.85","1,302.86","1,257.71","10,153.75"
10540,FLORIDA,ST. JOHNS,"1,339.20","1,320.07","1,275.43","10,153.75"
10550,FLORIDA,ST. LUCIE,"1,350.35","1,331.06","1,286.05","10,153.75"
10560,FLORIDA,SANTA ROSA,"1,328.87","1,309.89","1,265.59","10,153.75"
10570,FLORIDA,SARASOTA,"1,315.35","1,296.55","1,252.71","10,153.75"
10580,FLORIDA,SEMINOLE,"1,346.96","1,327.25","1,281.26","10,153.75"
10590,FLORIDA,SUMTER,"1,337.60","1,337.60","1,307.02","10,153.75"
10600,FLORIDA,SUWANNEE,"1,258.93","1,258.93","1,245.04","10,153.75"
10610,FLORIDA,TAYLOR,"1,301.48","1,284.13","1,243.64","10,153.75"
10620,FLORIDA,UNION,"1,368.89","1,348.36","1,300.45","10,153.75"
10630,FLORIDA,VOLUSIA,"1,340.19","1,321.71","1,278.57","10,153.75"
10640,FLORIDA,WAKULLA,"1,355.30","1,320.70","1,239.96","10,153.75"
10650,FLORIDA,WALTON,"1,317.94","1,299.76","1,257.35","10,153.75"
10660,FLORIDA,WASHINGTON,"1,296.54","1,296.54","1,276.41","10,153.75"
11000,GEORGIA,APPLING,"1,242.07","1,224.32","1,182.92","10,216.60"
11010,GEORGIA,ATKINSON,"1,259.53","1,242.73","1,203.55","10,216.60"
11011,GEORGIA,BACON,"1,320.38","1,300.57","1,254.36","10,216.60"
11020,GEORGIA,BAKER,"1,252.47","1,252.47","1,233.13","10,216.60"
11030,GEORGIA,BALDWIN,"1,242.47","1,242.47","1,208.91","10,216.60"
11040,GEORGIA,BANKS,"1,233.73","1,218.31","1,182.33","10,216.60"
11050,GEORGIA,BARROW,"1,317.93","1,300.35","1,259.35","10,216.60"
11060,GEORGIA,BARTOW,"1,280.27","1,262.61","1,221.41","10,216.60"
11070,GEORGIA,BEN HILL,"1,147.13","1,131.31","1,094.39","10,216.60"
11080,GEORGIA,BERRIEN,"1,273.27","1,255.08","1,212.64","10,216.60"
11090,GEORGIA,BIBB,"1,297.62","1,280.32","1,239.95","10,216.60"
11100,GEORGIA,BLECKLEY,"1,299.01","1,281.09","1,239.28","10,216.60"
11110,GEORGIA,BRANTLEY,"1,285.79","1,266.50","1,221.50","10,216.60"
11120,GEORGIA,BROOKS,"1,233.61","1,217.16","1,178.78","10,216.60"
11130,GEORGIA,BRYAN,"1,287.51","1,270.34","1,230.28","10,216.60"
11140,GEORGIA,BULLOCH,"1,251.89","1,251.89","1,232.51","10,216.60"
11150,GEORGIA,BURKE,"1,281.72","1,265.70","1,228.32","10,216.60"
11160,GEORGIA,BUTTS,"1,231.99","1,214.39","1,173.32","10,216.60"
11161,GEORGIA,CALHOUN,"1,272.26","1,272.26","1,272.26","10,216.60"
11170,GEORGIA,CAMDEN,"1,308.11","1,289.42","1,245.82","10,216.60"
11180,GEORGIA,CANDLER,"1,245.94","1,245.94","1,245.94","10,216.60"
11190,GEORGIA,CARROLL,"1,268.44","1,250.32","1,208.04","10,216.60"
11200,GEORGIA,CATOOSA,"1,220.46","1,204.18","1,166.21","10,216.60"
11210,GEORGIA,CHARLTON,"1,364.80","1,344.83","1,298.22","10,216.60"
11220,GEORGIA,CHATHAM,"1,292.05","1,274.82","1,234.63","10,216.60"
11230,GEORGIA,CHATTAHOOCHEE,"1,214.03","1,198.85","1,163.44","10,216.60"
11240,GEORGIA,CHATTOOGA,"1,227.87","1,227.87","1,207.58","10,216.60"
11250,GEORGIA,CHEROKEE,"1,339.77","1,327.36","1,282.47","10,216.60"
11260,GEORGIA,CLARKE,"1,242.15","1,242.15","1,242.15","10,216.60"
11270,GEORGIA,CLAY,"1,253.56","1,253.56","1,247.99","10,216.60"
11280,GEORGIA,CLAYTON,"1,282.75","1,265.64","1,225.74","10,216.60"
11281,GEORGIA,CLINCH,"1,412.06","1,390.88","1,341.46","10,216.60"
11290,GEORGIA,COBB,"1,283.90","1,265.56","1,222.76","10,216.60"
11291,GEORGIA,COFFEE,"1,275.63","1,257.41","1,214.89","10,216.60"
11300,GEORGIA,COLQUITT,"1,356.44","1,336.09","1,288.62","10,216.60"
11310,GEORGIA,COLUMBIA,"1,271.17","1,255.28","1,218.21","10,216.60"
11311,GEORGIA,COOK,"1,257.50","1,257.50","1,239.12","10,216.60"
11320,GEORGIA,COWETA,"1,308.75","1,291.30","1,250.58","10,216.60"
11330,GEORGIA,CRAWFORD,"1,275.00","1,256.79","1,214.29","10,216.60"
11340,GEORGIA,CRISP,"1,254.63","1,254.63","1,224.20","10,216.60"
11341,GEORGIA,DADE,"1,259.47","1,242.68","1,203.49","10,216.60"
11350,GEORGIA,DAWSON,"1,292.43","1,273.97","1,230.89","10,216.60"
11360,GEORGIA,DECATUR,"1,252.15","1,252.04","1,211.18","10,216.60"
11370,GEORGIA,DEKALB,"1,283.31","1,266.20","1,226.27","10,216.60"
11380,GEORGIA,DODGE,"1,285.04","1,265.76","1,220.79","10,216.60"
11381,GEORGIA,DOOLY,"1,247.92","1,244.53","1,202.44","10,216.60"
11390,GEORGIA,DOUGHERTY,"1,252.64","1,252.64","1,252.64","10,216.60"
11400,GEORGIA,DOUGLAS,"1,276.57","1,258.33","1,215.78","10,216.60"
11410,GEORGIA,EARLY,"1,241.58","1,241.58","1,236.04","10,216.60"
11420,GEORGIA,ECHOLS,"1,258.14","1,258.14","1,230.43","10,216.60"
11421,GEORGIA,EFFINGHAM,"1,237.28","1,220.78","1,182.29","10,216.60"
11430,GEORGIA,ELBERT,"1,240.12","1,240.12","1,229.16","10,216.60"
11440,GEORGIA,EMANUEL,"1,238.01","1,238.01","1,220.78","10,216.60"
11441,GEORGIA,EVANS,"1,278.63","1,262.14","1,223.64","10,216.60"
11450,GEORGIA,FANNIN,"1,295.83","1,278.55","1,238.24","10,216.60"
11451,GEORGIA,FAYETTE,"1,269.07","1,252.15","1,212.66","10,216.60"
11460,GEORGIA,FLOYD,"1,227.43","1,227.43","1,199.85","10,216.60"
11461,GEORGIA,FORSYTH,"1,317.29","1,298.47","1,254.56","10,216.60"
11462,GEORGIA,FRANKLIN,"1,247.33","1,247.33","1,245.01","10,216.60"
11470,GEORGIA,FULTON,"1,288.68","1,270.27","1,227.31","10,216.60"
11471,GEORGIA,GILMER,"1,287.80","1,270.03","1,228.59","10,216.60"
11480,GEORGIA,GLASCOCK,"1,178.22","1,178.22","1,178.22","10,216.60"
11490,GEORGIA,GLYNN,"1,316.91","1,298.10","1,254.20","10,216.60"
11500,GEORGIA,GORDON,"1,246.85","1,246.85","1,237.02","10,216.60"
11510,GEORGIA,GRADY,"1,246.04","1,229.42","1,190.66","10,216.60"
11520,GEORGIA,GREENE,"1,282.85","1,265.15","1,223.87","10,216.60"
11530,GEORGIA,GWINNETT,"1,295.24","1,277.97","1,237.67","10,216.60"
11540,GEORGIA,HABERSHAM,"1,253.35","1,249.49","1,211.38","10,216.60"
11550,GEORGIA,HALL,"1,252.43","1,238.12","1,199.08","10,216.60"
11560,GEORGIA,HANCOCK,"1,317.16","1,300.16","1,260.51","10,216.60"
11570,GEORGIA,HARALSON,"1,274.37","1,256.17","1,213.69","10,216.60"
11580,GEORGIA,HARRIS,"1,249.66","1,234.04","1,197.59","10,216.60"
11581,GEORGIA,HART,"1,243.85","1,243.85","1,227.12","10,216.60"
11590,GEORGIA,HEARD,"1,306.14","1,288.72","1,248.09","10,216.60"
11591,GEORGIA,HENRY,"1,265.81","1,248.93","1,209.55","10,216.60"
11600,GEORGIA,HOUSTON,"1,251.73","1,235.04","1,196.10","10,216.60"
11601,GEORGIA,IRWIN,"1,185.37","1,168.43","1,128.92","10,216.60"
11610,GEORGIA,JACKSON,"1,246.40","1,245.18","1,205.91","10,216.60"
11611,GEORGIA,JASPER,"1,239.79","1,222.08","1,180.75","10,216.60"
11612,GEORGIA,JEFF DAVIS,"1,229.15","1,212.76","1,174.52","10,216.60"
11620,GEORGIA,JEFFERSON,"1,229.88","1,229.80","1,191.02","10,216.60"
11630,GEORGIA,JENKINS,"1,284.36","1,266.01","1,223.20","10,216.60"
11640,GEORGIA,JOHNSON,"1,296.13","1,287.48","1,249.45","10,216.60"
11650,GEORGIA,JONES,"1,329.00","1,311.28","1,269.93","10,216.60"
11651,GEORGIA,LAMAR,"1,307.29","1,272.82","1,192.37","10,216.60"
11652,GEORGIA,LANIER,"1,273.36","1,255.80","1,214.82","10,216.60"
11660,GEORGIA,LAURENS,"1,250.79","1,237.83","1,201.27","10,216.60"
11670,GEORGIA,LEE,"1,252.86","1,252.86","1,252.86","10,216.60"
11680,GEORGIA,LIBERTY,"1,213.22","1,198.06","1,162.67","10,216.60"
11690,GEORGIA,LINCOLN,"1,247.91","1,231.27","1,192.44","10,216.60"
11691,GEORGIA,LONG,"1,306.87","1,290.54","1,252.42","10,216.60"
11700,GEORGIA,LOWNDES,"1,254.55","1,254.55","1,248.29","10,216.60"
11701,GEORGIA,LUMPKIN,"1,222.54","1,205.07","1,164.32","10,216.60"
11702,GEORGIA,MCDUFFIE,"1,302.01","1,284.65","1,244.14","10,216.60"
11703,GEORGIA,MCINTOSH,"1,311.34","1,293.25","1,251.05","10,216.60"
11710,GEORGIA,MACON,"1,262.73","1,245.90","1,206.61","10,216.60"
11720,GEORGIA,MADISON,"1,241.06","1,241.06","1,209.49","10,216.60"
11730,GEORGIA,MARION,"1,272.32","1,256.42","1,219.31","10,216.60"
11740,GEORGIA,MERIWETHER,"1,295.61","1,262.53","1,185.35","10,216.60"
11741,GEORGIA,MILLER,"1,412.87","1,391.68","1,342.23","10,216.60"
11750,GEORGIA,MITCHELL,"1,254.56","1,254.56","1,254.56","10,216.60"
11760,GEORGIA,MONROE,"1,219.66","1,203.40","1,165.45","10,216.60"
11770,GEORGIA,MONTGOMERY,"1,250.90","1,234.22","1,195.30","10,216.60"
11771,GEORGIA,MORGAN,"1,241.38","1,241.38","1,241.38","10,216.60"
11772,GEORGIA,MURRAY,"1,252.45","1,252.45","1,224.85","10,216.60"
11780,GEORGIA,MUSCOGEE,"1,284.35","1,268.29","1,230.83","10,216.60"
11790,GEORGIA,NEWTON,"1,277.87","1,260.24","1,219.11","10,216.60"
11800,GEORGIA,OCONEE,"1,248.64","1,235.87","1,196.91","10,216.60"
11801,GEORGIA,OGLETHORPE,"1,239.31","1,239.31","1,219.81","10,216.60"
11810,GEORGIA,PAULDING,"1,308.03","1,289.99","1,247.89","10,216.60"
11811,GEORGIA,PEACH,"1,247.76","1,231.66","1,194.09","10,216.60"
11812,GEORGIA,PICKENS,"1,306.77","1,288.10","1,244.54","10,216.60"
11820,GEORGIA,PIERCE,"1,327.23","1,327.23","1,285.21","10,216.60"
11821,GEORGIA,PIKE,"1,285.90","1,268.75","1,228.75","10,216.60"
11830,GEORGIA,POLK,"1,219.49","1,202.07","1,161.42","10,216.60"
11831,GEORGIA,PULASKI,"1,247.60","1,243.18","1,203.98","10,216.60"
11832,GEORGIA,PUTNAM,"1,277.33","1,259.72","1,218.61","10,216.60"
11833,GEORGIA,QUITMAN,"1,245.22","1,227.43","1,185.92","10,216.60"
11834,GEORGIA,RABUN,"1,271.73","1,254.78","1,215.21","10,216.60"
11835,GEORGIA,RANDOLPH,"1,254.29","1,254.29","1,244.40","10,216.60"
11840,GEORGIA,RICHMOND,"1,315.63","1,299.19","1,260.81","10,216.60"
11841,GEORGIA,ROCKDALE,"1,298.58","1,281.26","1,240.86","10,216.60"
11842,GEORGIA,SCHLEY,"1,253.25","1,253.25","1,253.25","10,216.60"
11850,GEORGIA,SCREVEN,"1,241.54","1,240.72","1,200.23","10,216.60"
11851,GEORGIA,SEMINOLE,"1,299.67","1,289.98","1,246.36","10,216.60"
11860,GEORGIA,SPALDING,"1,301.43","1,284.08","1,243.59","10,216.60"
11861,GEORGIA,STEPHENS,"1,251.00","1,251.00","1,251.00","10,216.60"
11862,GEORGIA,STEWART,"1,255.44","1,239.24","1,201.44","10,216.60"
11870,GEORGIA,SUMTER,"1,252.85","1,252.85","1,252.59","10,216.60"
11880,GEORGIA,TALBOT,"1,253.62","1,253.62","1,253.62","10,216.60"
11881,GEORGIA,TALIAFERRO,"1,320.09","1,303.06","1,263.31","10,216.60"
11882,GEORGIA,TATTNALL,"1,219.86","1,203.60","1,165.64","10,216.60"
11883,GEORGIA,TAYLOR,"1,246.33","1,246.33","1,216.50","10,216.60"
11884,GEORGIA,TELFAIR,"1,293.35","1,276.10","1,235.86","10,216.60"
11885,GEORGIA,TERRELL,"1,252.07","1,252.07","1,240.77","10,216.60"
11890,GEORGIA,THOMAS,"1,254.64","1,254.64","1,246.88","10,216.60"
11900,GEORGIA,TIFT,"1,247.58","1,229.76","1,188.17","10,216.60"
11901,GEORGIA,TOOMBS,"1,249.70","1,249.70","1,228.14","10,216.60"
11902,GEORGIA,TOWNS,"1,254.35","1,254.35","1,254.35","10,216.60"
11903,GEORGIA,TREUTLEN,"1,251.72","1,251.72","1,251.72","10,216.60"
11910,GEORGIA,TROUP,"1,253.58","1,253.58","1,248.57","10,216.60"
11911,GEORGIA,TURNER,"1,268.68","1,250.56","1,208.27","10,216.60"
11912,GEORGIA,TWIGGS,"1,318.10","1,300.52","1,259.51","10,216.60"
11913,GEORGIA,UNION,"1,254.39","1,254.39","1,243.83","10,216.60"
11920,GEORGIA,UPSON,"1,248.21","1,231.57","1,192.73","10,216.60"
11921,GEORGIA,WALKER,"1,255.28","1,239.08","1,201.29","10,216.60"
11930,GEORGIA,WALTON,"1,304.20","1,286.21","1,244.23","10,216.60"
11940,GEORGIA,WARE,"1,281.53","1,281.53","1,269.65","10,216.60"
11941,GEORGIA,WARREN,"1,243.26","1,243.26","1,226.45","10,216.60"
11950,GEORGIA,WASHINGTON,"1,232.54","1,232.54","1,232.54","10,216.60"
11960,GEORGIA,WAYNE,"1,284.07","1,265.72","1,222.92","10,216.60"
11961,GEORGIA,WEBSTER,"1,334.21","1,317.53","1,278.62","10,216.60"
11962,GEORGIA,WHEELER,"1,204.68","1,187.47","1,147.31","10,216.60"
11963,GEORGIA,WHITE,"1,251.68","1,250.22","1,209.42","10,216.60"
11970,GEORGIA,WHITFIELD,"1,253.65","1,249.40","1,212.50","10,216.60"
11971,GEORGIA,WILCOX,"1,250.68","1,232.81","1,191.12","10,216.60"
11972,GEORGIA,WILKES,"1,210.78","1,193.48","1,153.12","10,216.60"
11973,GEORGIA,WILKINSON,"1,236.87","1,236.87","1,227.87","10,216.60"
11980,GEORGIA,WORTH,"1,247.16","1,229.95","1,189.82","10,216.60"
12010,HAWAII,HAWAII,"1,248.53","1,248.53","1,217.24","9,520.03"
12020,HAWAII,HONOLULU,"1,129.30","1,102.20","1,038.96","9,520.03"
12030,HAWAII,KALAWAO,"1,278.41","1,262.43","1,225.14","9,520.03"
12040,HAWAII,KAUAI,"1,254.62","1,254.62","1,240.16","9,520.03"
12050,HAWAII,MAUI,"1,278.41","1,262.43","1,225.14","9,520.03"
13000,IDAHO,ADA,"1,283.63","1,252.82","1,180.94","8,647.44"
13010,IDAHO,ADAMS,"1,224.09","1,224.09","1,211.36","8,647.44"
13020,IDAHO,BANNOCK,"1,245.93","1,245.93","1,228.43","8,647.44"
13030,IDAHO,BEAR LAKE,"1,345.45","1,325.27","1,278.18","8,647.44"
13040,IDAHO,BENEWAH,"1,260.25","1,243.44","1,204.24","8,647.44"
13050,IDAHO,BINGHAM,"1,227.32","1,227.32","1,195.33","8,647.44"
13060,IDAHO,BLAINE,"1,355.31","1,334.98","1,287.54","8,647.44"
13070,IDAHO,BOISE,"1,339.63","1,305.43","1,225.62","8,647.44"
13080,IDAHO,BONNER,"1,254.10","1,238.42","1,201.84","8,647.44"
13090,IDAHO,BONNEVILLE,"1,234.73","1,217.09","1,175.93","8,647.44"
13100,IDAHO,BOUNDARY,"1,211.22","1,196.08","1,160.75","8,647.44"
13110,IDAHO,BUTTE,"1,379.20","1,358.51","1,310.24","8,647.44"
13120,IDAHO,CAMAS,"1,228.39","1,211.44","1,171.91","8,647.44"
13130,IDAHO,CANYON,"1,260.14","1,229.89","1,159.33","8,647.44"
13140,IDAHO,CARIBOU,"1,498.48","1,476.00","1,423.56","8,647.44"
13150,IDAHO,CASSIA,"1,226.89","1,211.06","1,174.12","8,647.44"
13160,IDAHO,CLARK,"1,271.69","1,254.15","1,213.22","8,647.44"
13170,IDAHO,CLEARWATER,"1,260.64","1,243.25","1,202.68","8,647.44"
13180,IDAHO,CUSTER,"1,219.28","1,201.86","1,161.22","8,647.44"
13190,IDAHO,ELMORE,"1,197.49","1,182.52","1,147.60","8,647.44"
13200,IDAHO,FRANKLIN,"1,248.57","1,248.57","1,218.36","8,647.44"
13210,IDAHO,FREMONT,"1,252.91","1,242.57","1,202.02","8,647.44"
13220,IDAHO,GEM,"1,368.36","1,335.52","1,258.89","8,647.44"
13230,IDAHO,GOODING,"1,235.13","1,216.60","1,173.37","8,647.44"
13240,IDAHO,IDAHO,"1,226.69","1,209.17","1,168.28","8,647.44"
13250,IDAHO,JEFFERSON,"1,249.18","1,249.18","1,214.02","8,647.44"
13260,IDAHO,JEROME,"1,251.88","1,235.19","1,196.24","8,647.44"
13270,IDAHO,KOOTENAI,"1,231.80","1,215.37","1,177.05","8,647.44"
13280,IDAHO,LATAH,"1,245.23","1,228.63","1,189.89","8,647.44"
13290,IDAHO,LEMHI,"1,343.53","1,324.33","1,279.55","8,647.44"
13300,IDAHO,LEWIS,"1,271.00","1,252.85","1,210.48","8,647.44"
13310,IDAHO,LINCOLN,"1,266.10","1,248.01","1,205.81","8,647.44"
13320,IDAHO,MADISON,"1,250.69","1,234.01","1,195.10","8,647.44"
13330,IDAHO,MINIDOKA,"1,239.04","1,222.52","1,183.97","8,647.44"
13340,IDAHO,NEZ PERCE,"1,264.64","1,253.34","1,216.32","8,647.44"
13350,IDAHO,ONEIDA,"1,291.60","1,272.23","1,227.02","8,647.44"
13360,IDAHO,OWYHEE,"1,315.25","1,283.68","1,210.03","8,647.44"
13370,IDAHO,PAYETTE,"1,258.07","1,243.89","1,207.16","8,647.44"
13380,IDAHO,POWER,"1,248.65","1,231.42","1,191.24","8,647.44"
13390,IDAHO,SHOSHONE,"1,232.49","1,216.06","1,177.72","8,647.44"
13400,IDAHO,TETON,"1,561.44","1,538.02","1,483.37","8,647.44"
13410,IDAHO,TWIN FALLS,"1,225.19","1,209.87","1,174.14","8,647.44"
13420,IDAHO,VALLEY,"1,333.93","1,313.92","1,267.23","8,647.44"
13430,IDAHO,WASHINGTON,"1,214.23","1,197.48","1,158.40","8,647.44"
14000,ILLINOIS,ADAMS,"1,223.67","1,206.19","1,165.40","10,104.02"
14010,ILLINOIS,ALEXANDER,"1,230.53","1,214.12","1,175.84","10,104.02"
14020,ILLINOIS,BOND,"1,298.43","1,281.12","1,240.72","10,104.02"
14030,ILLINOIS,BOONE,"1,285.79","1,268.64","1,228.64","10,104.02"
14040,ILLINOIS,BROWN,"1,235.02","1,217.98","1,178.24","10,104.02"
14050,ILLINOIS,BUREAU,"1,244.84","1,244.84","1,222.92","10,104.02"
14060,ILLINOIS,CALHOUN,"1,279.20","1,260.93","1,218.29","10,104.02"
14070,ILLINOIS,CARROLL,"1,244.06","1,244.06","1,241.23","10,104.02"
14080,ILLINOIS,CASS,"1,232.41","1,232.41","1,232.41","10,104.02"
14090,ILLINOIS,CHAMPAIGN,"1,240.74","1,240.74","1,240.74","10,104.02"
14100,ILLINOIS,CHRISTIAN,"1,255.21","1,255.21","1,238.53","10,104.02"
14110,ILLINOIS,CLARK,"1,268.02","1,268.02","1,268.02","10,104.02"
14120,ILLINOIS,CLAY,"1,264.66","1,259.36","1,216.77","10,104.02"
14130,ILLINOIS,CLINTON,"1,299.06","1,280.50","1,237.20","10,104.02"
14140,ILLINOIS,COLES,"1,252.80","1,252.22","1,209.87","10,104.02"
14141,ILLINOIS,COOK,"1,291.45","1,272.55","1,228.45","10,104.02"
14150,ILLINOIS,CRAWFORD,"1,252.57","1,252.57","1,235.30","10,104.02"
