Medicare Advantage Monthly Capitation Rates for 2026 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.",,,,
Code,State,County Name,Parts A&B 2026 Rate,Parts A&B ESRD 2026 Rate
37670,OKLAHOMA,SEQUOYAH,"1,256.33","9,657.31"
37680,OKLAHOMA,STEPHENS,"1,293.36","9,657.31"
37690,OKLAHOMA,TEXAS,"1,470.78","9,657.31"
37700,OKLAHOMA,TILLMAN,"1,366.91","9,657.31"
37710,OKLAHOMA,TULSA,"1,396.41","9,657.31"
37720,OKLAHOMA,WAGONER,"1,239.30","9,657.31"
37730,OKLAHOMA,WASHINGTON,"1,263.49","9,657.31"
37740,OKLAHOMA,WASHITA,"1,368.62","9,657.31"
37750,OKLAHOMA,WOODS,"1,320.27","9,657.31"
37760,OKLAHOMA,WOODWARD,"1,312.23","9,657.31"
38000,OREGON,BAKER,"1,263.49","9,410.29"
38010,OREGON,BENTON,"1,263.49","9,410.29"
38020,OREGON,CLACKAMAS,"1,396.41","9,410.29"
38030,OREGON,CLATSOP,"1,408.52","9,410.29"
38040,OREGON,COLUMBIA,"1,396.41","9,410.29"
38050,OREGON,COOS,"1,188.91","9,410.29"
38060,OREGON,CROOK,"1,263.49","9,410.29"
38070,OREGON,CURRY,"1,285.85","9,410.29"
38080,OREGON,DESCHUTES,"1,263.49","9,410.29"
38090,OREGON,DOUGLAS,"1,263.49","9,410.29"
38100,OREGON,GILLIAM,"1,219.55","9,410.29"
38110,OREGON,GRANT,"1,349.63","9,410.29"
38120,OREGON,HARNEY,"1,468.83","9,410.29"
38130,OREGON,HOOD RIVER,"1,330.12","9,410.29"
38140,OREGON,JACKSON,"1,336.15","9,410.29"
38150,OREGON,JEFFERSON,"1,205.18","9,410.29"
38160,OREGON,JOSEPHINE,"1,263.49","9,410.29"
38170,OREGON,KLAMATH,"1,263.49","9,410.29"
38180,OREGON,LAKE,"1,499.00","9,410.29"
38190,OREGON,LANE,"1,390.02","9,410.29"
38200,OREGON,LINCOLN,"1,263.49","9,410.29"
38210,OREGON,LINN,"1,302.43","9,410.29"
38220,OREGON,MALHEUR,"1,263.49","9,410.29"
38230,OREGON,MARION,"1,396.41","9,410.29"
38240,OREGON,MORROW,"1,575.17","9,410.29"
38250,OREGON,MULTNOMAH,"1,396.41","9,410.29"
38260,OREGON,POLK,"1,396.41","9,410.29"
38270,OREGON,SHERMAN,"1,209.45","9,410.29"
38280,OREGON,TILLAMOOK,"1,366.29","9,410.29"
38290,OREGON,UMATILLA,"1,263.49","9,410.29"
38300,OREGON,UNION,"1,279.93","9,410.29"
38310,OREGON,WALLOWA,"1,458.90","9,410.29"
38320,OREGON,WASCO,"1,238.77","9,410.29"
38330,OREGON,WASHINGTON,"1,396.41","9,410.29"
38340,OREGON,WHEELER,"1,262.22","9,410.29"
38350,OREGON,YAMHILL,"1,396.41","9,410.29"
39000,PENNSYLVANIA,ADAMS,"1,263.49","9,966.76"
39010,PENNSYLVANIA,ALLEGHENY,"1,662.97","9,966.76"
39070,PENNSYLVANIA,ARMSTRONG,"1,396.41","9,966.76"
39080,PENNSYLVANIA,BEAVER,"1,396.41","9,966.76"
39100,PENNSYLVANIA,BEDFORD,"1,263.49","9,966.76"
39110,PENNSYLVANIA,BERKS,"1,396.41","9,966.76"
39120,PENNSYLVANIA,BLAIR,"1,362.98","9,966.76"
39130,PENNSYLVANIA,BRADFORD,"1,263.49","9,966.76"
39140,PENNSYLVANIA,BUCKS,"1,624.60","9,966.76"
39150,PENNSYLVANIA,BUTLER,"1,396.41","9,966.76"
39160,PENNSYLVANIA,CAMBRIA,"1,487.37","9,966.76"
39180,PENNSYLVANIA,CAMERON,"1,235.26","9,966.76"
39190,PENNSYLVANIA,CARBON,"1,396.41","9,966.76"
39200,PENNSYLVANIA,CENTRE,"1,263.49","9,966.76"
39210,PENNSYLVANIA,CHESTER,"1,506.26","9,966.76"
39220,PENNSYLVANIA,CLARION,"1,387.86","9,966.76"
39230,PENNSYLVANIA,CLEARFIELD,"1,410.59","9,966.76"
39240,PENNSYLVANIA,CLINTON,"1,263.49","9,966.76"
39250,PENNSYLVANIA,COLUMBIA,"1,396.41","9,966.76"
39260,PENNSYLVANIA,CRAWFORD,"1,318.53","9,966.76"
39270,PENNSYLVANIA,CUMBERLAND,"1,396.41","9,966.76"
39280,PENNSYLVANIA,DAUPHIN,"1,396.41","9,966.76"
39290,PENNSYLVANIA,DELAWARE,"1,736.88","9,966.76"
39310,PENNSYLVANIA,ELK,"1,263.49","9,966.76"
39320,PENNSYLVANIA,ERIE,"1,396.41","9,966.76"
39330,PENNSYLVANIA,FAYETTE,"1,629.01","9,966.76"
39340,PENNSYLVANIA,FOREST,"1,398.12","9,966.76"
39350,PENNSYLVANIA,FRANKLIN,"1,263.49","9,966.76"
39360,PENNSYLVANIA,FULTON,"1,386.49","9,966.76"
39370,PENNSYLVANIA,GREENE,"1,734.25","9,966.76"
39380,PENNSYLVANIA,HUNTINGDON,"1,263.49","9,966.76"
39390,PENNSYLVANIA,INDIANA,"1,571.86","9,966.76"
39400,PENNSYLVANIA,JEFFERSON,"1,382.22","9,966.76"
39410,PENNSYLVANIA,JUNIATA,"1,263.49","9,966.76"
39420,PENNSYLVANIA,LACKAWANNA,"1,396.41","9,966.76"
39440,PENNSYLVANIA,LANCASTER,"1,396.41","9,966.76"
39450,PENNSYLVANIA,LAWRENCE,"1,457.73","9,966.76"
39460,PENNSYLVANIA,LEBANON,"1,396.41","9,966.76"
39470,PENNSYLVANIA,LEHIGH,"1,396.41","9,966.76"
39480,PENNSYLVANIA,LUZERNE,"1,396.41","9,966.76"
39510,PENNSYLVANIA,LYCOMING,"1,263.49","9,966.76"
39520,PENNSYLVANIA,MCKEAN,"1,263.49","9,966.76"
39530,PENNSYLVANIA,MERCER,"1,396.41","9,966.76"
39540,PENNSYLVANIA,MIFFLIN,"1,263.49","9,966.76"
39550,PENNSYLVANIA,MONROE,"1,327.11","9,966.76"
39560,PENNSYLVANIA,MONTGOMERY,"1,396.41","9,966.76"
39580,PENNSYLVANIA,MONTOUR,"1,263.49","9,966.76"
39590,PENNSYLVANIA,NORTHAMPTON,"1,396.41","9,966.76"
39600,PENNSYLVANIA,NORTHUMBERLAND,"1,263.49","9,966.76"
39610,PENNSYLVANIA,PERRY,"1,396.41","9,966.76"
39620,PENNSYLVANIA,PHILADELPHIA,"1,786.18","9,966.76"
39630,PENNSYLVANIA,PIKE,"1,396.41","9,966.76"
39640,PENNSYLVANIA,POTTER,"1,290.84","9,966.76"
39650,PENNSYLVANIA,SCHUYLKILL,"1,263.49","9,966.76"
39670,PENNSYLVANIA,SNYDER,"1,263.49","9,966.76"
39680,PENNSYLVANIA,SOMERSET,"1,480.71","9,966.76"
39690,PENNSYLVANIA,SULLIVAN,"1,263.49","9,966.76"
39700,PENNSYLVANIA,SUSQUEHANNA,"1,263.49","9,966.76"
39710,PENNSYLVANIA,TIOGA,"1,263.49","9,966.76"
39720,PENNSYLVANIA,UNION,"1,263.49","9,966.76"
39730,PENNSYLVANIA,VENANGO,"1,299.19","9,966.76"
39740,PENNSYLVANIA,WARREN,"1,310.78","9,966.76"
39750,PENNSYLVANIA,WASHINGTON,"1,649.47","9,966.76"
39760,PENNSYLVANIA,WAYNE,"1,263.49","9,966.76"
39770,PENNSYLVANIA,WESTMORELAND,"1,647.06","9,966.76"
39790,PENNSYLVANIA,WYOMING,"1,396.41","9,966.76"
39800,PENNSYLVANIA,YORK,"1,396.41","9,966.76"
40010,PUERTO RICO,ADJUNTAS,"1,212.58","6,999.26"
40020,PUERTO RICO,AGUADA,900.88,"6,999.26"
40030,PUERTO RICO,AGUADILLA,979.57,"6,999.26"
40040,PUERTO RICO,AGUAS BUENAS,909.68,"6,999.26"
40050,PUERTO RICO,AIBONITO,907.44,"6,999.26"
40060,PUERTO RICO,ANASCO,968.66,"6,999.26"
40070,PUERTO RICO,ARECIBO,945.62,"6,999.26"
40080,PUERTO RICO,ARROYO,896.39,"6,999.26"
40090,PUERTO RICO,BARCELONETA,996.11,"6,999.26"
40100,PUERTO RICO,BARRANQUITAS,893.48,"6,999.26"
40110,PUERTO RICO,BAYAMON,"1,103.21","6,999.26"
40120,PUERTO RICO,CABO ROJO,821.95,"6,999.26"
40130,PUERTO RICO,CAGUAS,"1,115.16","6,999.26"
40140,PUERTO RICO,CAMUY,"1,064.52","6,999.26"
40145,PUERTO RICO,CANOVANAS,"1,087.26","6,999.26"
40150,PUERTO RICO,CAROLINA,"1,125.78","6,999.26"
40160,PUERTO RICO,CATANO,"1,107.81","6,999.26"
40170,PUERTO RICO,CAYEY,915.58,"6,999.26"
40180,PUERTO RICO,CEIBA,"1,239.42","6,999.26"
40190,PUERTO RICO,CIALES,"1,263.41","6,999.26"
40200,PUERTO RICO,CIDRA,966.21,"6,999.26"
40210,PUERTO RICO,COAMO,"1,026.01","6,999.26"
40220,PUERTO RICO,COMERIO,"1,148.02","6,999.26"
40230,PUERTO RICO,COROZAL,"1,117.62","6,999.26"
40240,PUERTO RICO,CULEBRA,791.14,"6,999.26"
40250,PUERTO RICO,DORADO,"1,074.57","6,999.26"
40260,PUERTO RICO,FAJARDO,"1,202.67","6,999.26"
40265,PUERTO RICO,FLORIDA,"1,101.52","6,999.26"
40270,PUERTO RICO,GUANICA,973.34,"6,999.26"
40280,PUERTO RICO,GUAYAMA,964.91,"6,999.26"
40290,PUERTO RICO,GUAYANILLA,"1,097.15","6,999.26"
40300,PUERTO RICO,GUAYNABO,"1,142.23","6,999.26"
40310,PUERTO RICO,GURABO,"1,112.13","6,999.26"
40320,PUERTO RICO,HATILLO,919.88,"6,999.26"
40330,PUERTO RICO,HORMIGUEROS,920.02,"6,999.26"
40340,PUERTO RICO,HUMACAO,905.35,"6,999.26"
40350,PUERTO RICO,ISABELA,940.62,"6,999.26"
40360,PUERTO RICO,JAYUYA,"1,117.09","6,999.26"
40370,PUERTO RICO,JUANA DIAZ,"1,157.93","6,999.26"
40380,PUERTO RICO,JUNCOS,964.57,"6,999.26"
40390,PUERTO RICO,LAJAS,843.41,"6,999.26"
40400,PUERTO RICO,LARES,"1,034.19","6,999.26"
40410,PUERTO RICO,LAS MARIAS,838.03,"6,999.26"
40420,PUERTO RICO,LAS PIEDRAS,919.88,"6,999.26"
40430,PUERTO RICO,LOIZA,928.48,"6,999.26"
40440,PUERTO RICO,LUQUILLO,"1,073.39","6,999.26"
40450,PUERTO RICO,MANATI,"1,083.84","6,999.26"
40460,PUERTO RICO,MARICAO,812.94,"6,999.26"
40470,PUERTO RICO,MAUNABO,825.03,"6,999.26"
40480,PUERTO RICO,MAYAGUEZ,910.61,"6,999.26"
40490,PUERTO RICO,MOCA,890.54,"6,999.26"
40500,PUERTO RICO,MOROVIS,"1,041.50","6,999.26"
40510,PUERTO RICO,NAGUABO,865.71,"6,999.26"
40520,PUERTO RICO,NARANJITO,"1,024.10","6,999.26"
40530,PUERTO RICO,OROCOVIS,949.58,"6,999.26"
40540,PUERTO RICO,PATILLAS,966.97,"6,999.26"
40550,PUERTO RICO,PENUELAS,"1,190.74","6,999.26"
40560,PUERTO RICO,PONCE,"1,123.85","6,999.26"
40570,PUERTO RICO,QUEBRADILLAS,909.78,"6,999.26"
40580,PUERTO RICO,RINCON,"1,023.34","6,999.26"
40590,PUERTO RICO,RIO GRANDE,"1,142.01","6,999.26"
40610,PUERTO RICO,SABANA GRANDE,882.04,"6,999.26"
40620,PUERTO RICO,SALINAS,"1,023.40","6,999.26"
40630,PUERTO RICO,SAN GERMAN,927.46,"6,999.26"
40640,PUERTO RICO,SAN JUAN,"1,147.90","6,999.26"
40650,PUERTO RICO,SAN LORENZO,"1,056.78","6,999.26"
40660,PUERTO RICO,SAN SEBASTIAN,"1,058.90","6,999.26"
40670,PUERTO RICO,SANTA ISABEL,"1,263.41","6,999.26"
40680,PUERTO RICO,TOA ALTA,"1,067.98","6,999.26"
40690,PUERTO RICO,TOA BAJA,"1,116.28","6,999.26"
40700,PUERTO RICO,TRUJILLO ALTO,"1,062.69","6,999.26"
40710,PUERTO RICO,UTUADO,952.72,"6,999.26"
40720,PUERTO RICO,VEGA ALTA,"1,024.17","6,999.26"
40730,PUERTO RICO,VEGA BAJA,"1,079.77","6,999.26"
40740,PUERTO RICO,VIEQUES,"1,153.95","6,999.26"
40750,PUERTO RICO,VILLALBA,"1,151.73","6,999.26"
40760,PUERTO RICO,YABUCOA,861.86,"6,999.26"
40770,PUERTO RICO,YAUCO,"1,024.38","6,999.26"
41000,RHODE ISLAND,BRISTOL,"1,396.41","10,048.90"
41010,RHODE ISLAND,KENT,"1,396.41","10,048.90"
41020,RHODE ISLAND,NEWPORT,"1,396.41","10,048.90"
41030,RHODE ISLAND,PROVIDENCE,"1,396.41","10,048.90"
41050,RHODE ISLAND,WASHINGTON,"1,396.41","10,048.90"
42000,SOUTH CAROLINA,ABBEVILLE,"1,328.84","9,962.47"
42010,SOUTH CAROLINA,AIKEN,"1,396.41","9,962.47"
42020,SOUTH CAROLINA,ALLENDALE,"1,368.37","9,962.47"
42030,SOUTH CAROLINA,ANDERSON,"1,396.41","9,962.47"
42040,SOUTH CAROLINA,BAMBERG,"1,263.49","9,962.47"
42050,SOUTH CAROLINA,BARNWELL,"1,317.95","9,962.47"
42060,SOUTH CAROLINA,BEAUFORT,"1,409.13","9,962.47"
42070,SOUTH CAROLINA,BERKELEY,"1,396.41","9,962.47"
42080,SOUTH CAROLINA,CALHOUN,"1,396.41","9,962.47"
42090,SOUTH CAROLINA,CHARLESTON,"1,396.41","9,962.47"
42100,SOUTH CAROLINA,CHEROKEE,"1,396.41","9,962.47"
42110,SOUTH CAROLINA,CHESTER,"1,263.49","9,962.47"
42120,SOUTH CAROLINA,CHESTERFIELD,"1,263.49","9,962.47"
42130,SOUTH CAROLINA,CLARENDON,"1,263.49","9,962.47"
42140,SOUTH CAROLINA,COLLETON,"1,541.03","9,962.47"
42150,SOUTH CAROLINA,DARLINGTON,"1,397.22","9,962.47"
42160,SOUTH CAROLINA,DILLON,"1,337.09","9,962.47"
42170,SOUTH CAROLINA,DORCHESTER,"1,396.41","9,962.47"
42180,SOUTH CAROLINA,EDGEFIELD,"1,396.41","9,962.47"
42190,SOUTH CAROLINA,FAIRFIELD,"1,396.41","9,962.47"
42200,SOUTH CAROLINA,FLORENCE,"1,382.24","9,962.47"
42210,SOUTH CAROLINA,GEORGETOWN,"1,386.45","9,962.47"
42220,SOUTH CAROLINA,GREENVILLE,"1,396.41","9,962.47"
42230,SOUTH CAROLINA,GREENWOOD,"1,296.03","9,962.47"
42240,SOUTH CAROLINA,HAMPTON,"1,403.11","9,962.47"
42250,SOUTH CAROLINA,HORRY,"1,263.49","9,962.47"
42260,SOUTH CAROLINA,JASPER,"1,513.43","9,962.47"
42270,SOUTH CAROLINA,KERSHAW,"1,396.41","9,962.47"
42280,SOUTH CAROLINA,LANCASTER,"1,283.13","9,962.47"
42290,SOUTH CAROLINA,LAURENS,"1,396.41","9,962.47"
42300,SOUTH CAROLINA,LEE,"1,372.50","9,962.47"
42310,SOUTH CAROLINA,LEXINGTON,"1,396.41","9,962.47"
42320,SOUTH CAROLINA,MCCORMICK,"1,284.93","9,962.47"
42330,SOUTH CAROLINA,MARION,"1,459.59","9,962.47"
42340,SOUTH CAROLINA,MARLBORO,"1,263.49","9,962.47"
42350,SOUTH CAROLINA,NEWBERRY,"1,263.49","9,962.47"
42360,SOUTH CAROLINA,OCONEE,"1,263.49","9,962.47"
42370,SOUTH CAROLINA,ORANGEBURG,"1,263.49","9,962.47"
42380,SOUTH CAROLINA,PICKENS,"1,396.41","9,962.47"
42390,SOUTH CAROLINA,RICHLAND,"1,396.41","9,962.47"
42400,SOUTH CAROLINA,SALUDA,"1,396.41","9,962.47"
42410,SOUTH CAROLINA,SPARTANBURG,"1,396.41","9,962.47"
42420,SOUTH CAROLINA,SUMTER,"1,263.49","9,962.47"
42430,SOUTH CAROLINA,UNION,"1,286.50","9,962.47"
42440,SOUTH CAROLINA,WILLIAMSBURG,"1,263.49","9,962.47"
42450,SOUTH CAROLINA,YORK,"1,396.41","9,962.47"
43010,SOUTH DAKOTA,AURORA,"1,370.05","9,397.40"
43020,SOUTH DAKOTA,BEADLE,"1,263.49","9,397.40"
43030,SOUTH DAKOTA,BENNETT,"1,614.60","9,397.40"
43040,SOUTH DAKOTA,BON HOMME,"1,568.52","9,397.40"
43050,SOUTH DAKOTA,BROOKINGS,"1,263.49","9,397.40"
43060,SOUTH DAKOTA,BROWN,"1,264.11","9,397.40"
43070,SOUTH DAKOTA,BRULE,"1,335.11","9,397.40"
43080,SOUTH DAKOTA,BUFFALO,"1,373.70","9,397.40"
43090,SOUTH DAKOTA,BUTTE,"1,323.46","9,397.40"
43100,SOUTH DAKOTA,CAMPBELL,"1,323.75","9,397.40"
43110,SOUTH DAKOTA,CHARLES MIX,"1,527.96","9,397.40"
43120,SOUTH DAKOTA,CLARK,"1,263.49","9,397.40"
43130,SOUTH DAKOTA,CLAY,"1,258.52","9,397.40"
43140,SOUTH DAKOTA,CODINGTON,"1,263.49","9,397.40"
43150,SOUTH DAKOTA,CORSON,"1,445.04","9,397.40"
43160,SOUTH DAKOTA,CUSTER,"1,436.61","9,397.40"
43170,SOUTH DAKOTA,DAVISON,"1,263.49","9,397.40"
43180,SOUTH DAKOTA,DAY,"1,444.41","9,397.40"
43190,SOUTH DAKOTA,DEUEL,"1,446.70","9,397.40"
43200,SOUTH DAKOTA,DEWEY,"1,435.34","9,397.40"
43210,SOUTH DAKOTA,DOUGLAS,"1,455.35","9,397.40"
43220,SOUTH DAKOTA,EDMUNDS,"1,395.68","9,397.40"
43230,SOUTH DAKOTA,FALL RIVER,"1,478.93","9,397.40"
43240,SOUTH DAKOTA,FAULK,"1,936.21","9,397.40"
43250,SOUTH DAKOTA,GRANT,"1,351.35","9,397.40"
43260,SOUTH DAKOTA,GREGORY,"1,541.21","9,397.40"
43270,SOUTH DAKOTA,HAAKON,"1,547.31","9,397.40"
43280,SOUTH DAKOTA,HAMLIN,"1,263.49","9,397.40"
43290,SOUTH DAKOTA,HAND,"1,317.78","9,397.40"
43300,SOUTH DAKOTA,HANSON,"1,318.38","9,397.40"
43310,SOUTH DAKOTA,HARDING,"1,758.42","9,397.40"
43320,SOUTH DAKOTA,HUGHES,"1,263.49","9,397.40"
43330,SOUTH DAKOTA,HUTCHINSON,"1,320.18","9,397.40"
43340,SOUTH DAKOTA,HYDE,"1,343.97","9,397.40"
43350,SOUTH DAKOTA,JACKSON,"1,447.39","9,397.40"
43360,SOUTH DAKOTA,JERAULD,"1,583.68","9,397.40"
43370,SOUTH DAKOTA,JONES,"1,398.31","9,397.40"
43380,SOUTH DAKOTA,KINGSBURY,"1,352.82","9,397.40"
43390,SOUTH DAKOTA,LAKE,"1,367.04","9,397.40"
43400,SOUTH DAKOTA,LAWRENCE,"1,338.61","9,397.40"
43410,SOUTH DAKOTA,LINCOLN,"1,325.40","9,397.40"
43420,SOUTH DAKOTA,LYMAN,"1,288.14","9,397.40"
43430,SOUTH DAKOTA,MCCOOK,"1,263.49","9,397.40"
43440,SOUTH DAKOTA,MCPHERSON,"1,352.86","9,397.40"
43450,SOUTH DAKOTA,MARSHALL,"1,447.49","9,397.40"
43460,SOUTH DAKOTA,MEADE,"1,408.72","9,397.40"
43470,SOUTH DAKOTA,MELLETTE,"1,406.97","9,397.40"
43480,SOUTH DAKOTA,MINER,"1,440.91","9,397.40"
43490,SOUTH DAKOTA,MINNEHAHA,"1,263.49","9,397.40"
43500,SOUTH DAKOTA,MOODY,"1,381.09","9,397.40"
43510,SOUTH DAKOTA,PENNINGTON,"1,332.89","9,397.40"
43520,SOUTH DAKOTA,PERKINS,"1,402.97","9,397.40"
43530,SOUTH DAKOTA,POTTER,"1,635.19","9,397.40"
43540,SOUTH DAKOTA,ROBERTS,"1,263.49","9,397.40"
43550,SOUTH DAKOTA,SANBORN,"1,329.98","9,397.40"
43560,SOUTH DAKOTA,SHANNON (OGLALA LAKOTA),"1,649.32","9,397.40"
43570,SOUTH DAKOTA,SPINK,"1,661.39","9,397.40"
43580,SOUTH DAKOTA,STANLEY,"1,294.45","9,397.40"
43590,SOUTH DAKOTA,SULLY,"1,394.07","9,397.40"
43600,SOUTH DAKOTA,TODD,"1,640.76","9,397.40"
43610,SOUTH DAKOTA,TRIPP,"1,434.74","9,397.40"
43620,SOUTH DAKOTA,TURNER,"1,359.82","9,397.40"
43630,SOUTH DAKOTA,UNION,"1,263.49","9,397.40"
43640,SOUTH DAKOTA,WALWORTH,"1,349.01","9,397.40"
43670,SOUTH DAKOTA,YANKTON,"1,263.49","9,397.40"
43680,SOUTH DAKOTA,ZIEBACH,"1,499.05","9,397.40"
44000,TENNESSEE,ANDERSON,"1,396.41","9,397.55"
44010,TENNESSEE,BEDFORD,"1,263.49","9,397.55"
44020,TENNESSEE,BENTON,"1,287.81","9,397.55"
44030,TENNESSEE,BLEDSOE,"1,560.98","9,397.55"
44040,TENNESSEE,BLOUNT,"1,396.41","9,397.55"
44050,TENNESSEE,BRADLEY,"1,301.66","9,397.55"
44060,TENNESSEE,CAMPBELL,"1,263.49","9,397.55"
44070,TENNESSEE,CANNON,"1,920.51","9,397.55"
44080,TENNESSEE,CARROLL,"1,249.86","9,397.55"
44090,TENNESSEE,CARTER,"1,396.41","9,397.55"
44100,TENNESSEE,CHEATHAM,"1,396.41","9,397.55"
44110,TENNESSEE,CHESTER,"1,263.49","9,397.55"
44120,TENNESSEE,CLAIBORNE,"1,263.49","9,397.55"
44130,TENNESSEE,CLAY,"1,564.95","9,397.55"
44140,TENNESSEE,COCKE,"1,263.49","9,397.55"
44150,TENNESSEE,COFFEE,"1,384.66","9,397.55"
44160,TENNESSEE,CROCKETT,"1,263.49","9,397.55"
44170,TENNESSEE,CUMBERLAND,"1,263.49","9,397.55"
44180,TENNESSEE,DAVIDSON,"1,396.41","9,397.55"
44190,TENNESSEE,DECATUR,"1,618.03","9,397.55"
44200,TENNESSEE,DEKALB,"1,636.02","9,397.55"
44210,TENNESSEE,DICKSON,"1,396.41","9,397.55"
44220,TENNESSEE,DYER,"1,351.29","9,397.55"
44230,TENNESSEE,FAYETTE,"1,396.41","9,397.55"
44240,TENNESSEE,FENTRESS,"1,755.01","9,397.55"
44250,TENNESSEE,FRANKLIN,"1,379.68","9,397.55"
44260,TENNESSEE,GIBSON,"1,263.49","9,397.55"
44270,TENNESSEE,GILES,"1,461.11","9,397.55"
44280,TENNESSEE,GRAINGER,"1,263.49","9,397.55"
44290,TENNESSEE,GREENE,"1,263.49","9,397.55"
44300,TENNESSEE,GRUNDY,"1,537.97","9,397.55"
44310,TENNESSEE,HAMBLEN,"1,263.49","9,397.55"
44320,TENNESSEE,HAMILTON,"1,396.41","9,397.55"
44330,TENNESSEE,HANCOCK,"1,726.63","9,397.55"
44340,TENNESSEE,HARDEMAN,"1,263.49","9,397.55"
44350,TENNESSEE,HARDIN,"1,263.49","9,397.55"
44360,TENNESSEE,HAWKINS,"1,396.41","9,397.55"
44370,TENNESSEE,HAYWOOD,"1,449.77","9,397.55"
44380,TENNESSEE,HENDERSON,"1,312.50","9,397.55"
44390,TENNESSEE,HENRY,"1,263.49","9,397.55"
44400,TENNESSEE,HICKMAN,"1,396.41","9,397.55"
44410,TENNESSEE,HOUSTON,"1,457.39","9,397.55"
44420,TENNESSEE,HUMPHREYS,"1,447.54","9,397.55"
44430,TENNESSEE,JACKSON,"1,471.64","9,397.55"
44440,TENNESSEE,JEFFERSON,"1,263.49","9,397.55"
44450,TENNESSEE,JOHNSON,"1,263.49","9,397.55"
44460,TENNESSEE,KNOX,"1,396.41","9,397.55"
44470,TENNESSEE,LAKE,"1,434.27","9,397.55"
44480,TENNESSEE,LAUDERDALE,"1,314.74","9,397.55"
44490,TENNESSEE,LAWRENCE,"1,371.92","9,397.55"
44500,TENNESSEE,LEWIS,"1,712.26","9,397.55"
44510,TENNESSEE,LINCOLN,"1,263.49","9,397.55"
44520,TENNESSEE,LOUDON,"1,396.41","9,397.55"
44530,TENNESSEE,MCMINN,"1,263.49","9,397.55"
44540,TENNESSEE,MCNAIRY,"1,263.49","9,397.55"
44550,TENNESSEE,MACON,"1,445.45","9,397.55"
44560,TENNESSEE,MADISON,"1,263.49","9,397.55"
44570,TENNESSEE,MARION,"1,610.70","9,397.55"
44580,TENNESSEE,MARSHALL,"1,468.22","9,397.55"
44590,TENNESSEE,MAURY,"1,559.13","9,397.55"
44600,TENNESSEE,MEIGS,"1,263.49","9,397.55"
44610,TENNESSEE,MONROE,"1,263.49","9,397.55"
44620,TENNESSEE,MONTGOMERY,"1,263.49","9,397.55"
44630,TENNESSEE,MOORE,"1,292.37","9,397.55"
44640,TENNESSEE,MORGAN,"1,391.51","9,397.55"
44650,TENNESSEE,OBION,"1,280.39","9,397.55"
44660,TENNESSEE,OVERTON,"1,405.61","9,397.55"
44670,TENNESSEE,PERRY,"1,681.16","9,397.55"
44680,TENNESSEE,PICKETT,"1,595.90","9,397.55"
44690,TENNESSEE,POLK,"1,561.48","9,397.55"
44700,TENNESSEE,PUTNAM,"1,263.49","9,397.55"
44710,TENNESSEE,RHEA,"1,263.49","9,397.55"
44720,TENNESSEE,ROANE,"1,263.49","9,397.55"
44730,TENNESSEE,ROBERTSON,"1,396.41","9,397.55"
44740,TENNESSEE,RUTHERFORD,"1,396.41","9,397.55"
44750,TENNESSEE,SCOTT,"1,454.73","9,397.55"
44760,TENNESSEE,SEQUATCHIE,"1,396.41","9,397.55"
44770,TENNESSEE,SEVIER,"1,396.41","9,397.55"
44780,TENNESSEE,SHELBY,"1,396.41","9,397.55"
44790,TENNESSEE,SMITH,"1,573.99","9,397.55"
44800,TENNESSEE,STEWART,"1,285.39","9,397.55"
44810,TENNESSEE,SULLIVAN,"1,396.41","9,397.55"
44820,TENNESSEE,SUMNER,"1,396.41","9,397.55"
44830,TENNESSEE,TIPTON,"1,396.41","9,397.55"
44840,TENNESSEE,TROUSDALE,"1,540.03","9,397.55"
44850,TENNESSEE,UNICOI,"1,396.41","9,397.55"
44860,TENNESSEE,UNION,"1,396.41","9,397.55"
44870,TENNESSEE,VAN BUREN,"1,420.04","9,397.55"
44880,TENNESSEE,WARREN,"1,525.01","9,397.55"
44890,TENNESSEE,WASHINGTON,"1,396.41","9,397.55"
44900,TENNESSEE,WAYNE,"1,372.16","9,397.55"
44910,TENNESSEE,WEAKLEY,"1,437.03","9,397.55"
44920,TENNESSEE,WHITE,"1,368.03","9,397.55"
44930,TENNESSEE,WILLIAMSON,"1,396.41","9,397.55"
44940,TENNESSEE,WILSON,"1,588.25","9,397.55"
45000,TEXAS,ANDERSON,"1,680.06","10,455.06"
45010,TEXAS,ANDREWS,"1,384.44","10,455.06"
45020,TEXAS,ANGELINA,"1,447.60","10,455.06"
45030,TEXAS,ARANSAS,"1,678.02","10,455.06"
45040,TEXAS,ARCHER,"1,623.47","10,455.06"
45050,TEXAS,ARMSTRONG,"1,336.34","10,455.06"
45060,TEXAS,ATASCOSA,"1,704.23","10,455.06"
45070,TEXAS,AUSTIN,"1,396.41","10,455.06"
45080,TEXAS,BAILEY,"1,583.81","10,455.06"
45090,TEXAS,BANDERA,"1,396.41","10,455.06"
45100,TEXAS,BASTROP,"1,609.45","10,455.06"
45110,TEXAS,BAYLOR,"1,600.88","10,455.06"
45113,TEXAS,BEE,"1,630.48","10,455.06"
45120,TEXAS,BELL,"1,632.46","10,455.06"
45130,TEXAS,BEXAR,"1,694.77","10,455.06"
45140,TEXAS,BLANCO,"1,328.51","10,455.06"
45150,TEXAS,BORDEN,"1,534.73","10,455.06"
